datetime,open,high,low,close,volume,RSI_D,EMA_50_D,EMA_100_D,EMA_200_D,RSI_W,EMA_50_W,EMA_100_W,EMA_200_W,RSI_M,EMA_50_M,EMA_100_M,EMA_200_M
2017-10-23 12:10:00,50.0,55.33,50.0,54.3,3345798,,,,,,,,,,,,
2017-10-24 12:10:00,53.83,54.5,53.17,53.45,216428,,,,,,,,,,,,
2017-10-25 12:10:00,53.33,53.37,51.52,52.1,140748,,,,,,,,,,,,
2017-10-26 12:10:00,51.75,53.0,51.04,52.09,87150,,,,,,,,,,,,
2017-10-27 12:10:00,52.0,52.49,51.7,52.17,31148,,,,,,,,,,,,
2017-10-30 12:10:00,52.17,52.7,51.95,52.24,46909,,,,,,,,,,,,
2017-10-31 12:10:00,52.03,52.43,51.37,51.81,23592,,,,,,,,,,,,
2017-11-01 12:11:00,51.68,52.33,51.29,51.98,93185,,,,,,,,,,,,
2017-11-02 12:11:00,52.0,52.5,51.67,52.1,28883,,,,,,,,,,,,
2017-11-03 12:11:00,51.77,54.0,51.77,53.08,94783,,,,,,,,,,,,
2017-11-06 12:11:00,52.67,53.97,52.67,53.42,48041,,,,,,,,,,,,
2017-11-07 12:11:00,53.67,53.95,53.0,53.57,51383,,,,,,,,,,,,
2017-11-08 12:11:00,53.4,53.95,50.37,52.87,24765,,,,,,,,,,,,
2017-11-09 12:11:00,52.87,53.72,51.93,53.34,26379,50.19104572443071,,,,,,,,,,,
2017-11-10 12:11:00,52.73,53.67,52.73,53.22,17040,48.509998497357095,,,,,,,,,,,
2017-11-13 12:11:00,52.95,53.37,52.3,52.43,12678,39.20137440467163,,,,,,,,,,,
2017-11-14 12:11:00,52.5,52.79,51.35,51.43,10919,31.073128934422613,,,,,,,,,,,
2017-11-15 12:11:00,51.83,51.83,50.3,50.38,12266,25.171426287700058,,,,,,,,,,,
2017-11-16 12:11:00,51.1,51.1,49.67,50.28,105149,24.690457538435652,,,,,,,,,,,
2017-11-17 12:11:00,50.5,50.83,50.17,50.46,10358,27.380263141397492,,,,,,,,,,,
2017-11-20 12:11:00,50.79,51.6,50.0,50.14,17188,25.62781709034833,,,,,,,,,,,
2017-11-21 12:11:00,50.17,50.73,50.17,50.52,8316,31.254705684927444,,,,,,,,,,,
2017-11-22 12:11:00,50.2,52.63,50.2,51.93,21525,47.213521929760304,,,,,,,,,,,
2017-11-23 12:11:00,52.22,52.43,51.24,51.89,38539,46.88103053459211,,,,,,,,,,,
2017-11-24 12:11:00,51.53,52.13,51.38,51.65,23869,44.840602035722505,,,,,,,,,,,
2017-11-27 12:11:00,51.33,52.33,51.25,51.77,9920,46.10370237362489,,,,,,,,,,,
2017-11-28 12:11:00,52.16,52.16,51.27,51.56,6162,44.19636458398708,,,,,,,,,,,
2017-11-29 12:11:00,51.57,51.77,50.39,50.89,8069,38.695926822609785,,,,,,,,,,,
2017-11-30 12:11:00,50.83,51.73,50.7,51.13,6616,41.504305897233316,,,,,,,,,,,
2017-12-01 12:12:00,51.17,51.83,50.83,51.01,11152,40.5051543244469,,,,,,,,,,,
2017-12-04 12:12:00,51.01,51.28,50.13,50.23,9133,34.66381288114928,,,,,,,,,,,
2017-12-05 12:12:00,50.17,50.88,49.8,50.18,6014,34.32211956279927,,,,,,,,,,,
2017-12-06 12:12:00,50.33,50.75,50.13,50.46,5223,38.00741741800408,,,,,,,,,,,
2017-12-07 12:12:00,50.11,51.5,50.11,50.93,5525,43.71641343322905,,,,,,,,,,,
2017-12-08 12:12:00,50.67,51.77,50.67,51.67,14963,51.318041212741456,,,,,,,,,,,
2017-12-11 12:12:00,51.2,52.12,51.0,51.86,27035,53.07061481184546,,,,,,,,,,,
2017-12-12 12:12:00,53.23,53.95,52.37,53.58,344785,65.2624053626437,,,,,,,,,,,
2017-12-13 12:12:00,54.5,55.0,53.17,53.45,52307,63.91096284647782,,,,,,,,,,,
2017-12-14 12:12:00,53.5,54.33,52.51,52.9,12913,58.40088250106539,,,,,,,,,,,
2017-12-15 12:12:00,53.3,53.77,51.87,52.51,10698,54.79345308290214,,,,,,,,,,,
2017-12-18 12:12:00,51.67,53.47,51.23,53.0,17881,58.280321376189136,,,,,,,,,,,
2017-12-19 12:12:00,53.03,53.07,52.37,52.68,8832,55.28148682928072,,,,,,,,,,,
2017-12-20 12:12:00,52.37,54.3,51.64,52.95,16249,57.27891561515155,,,,,,,,,,,
2017-12-21 12:12:00,53.33,53.97,52.73,52.92,16688,56.974402569630314,,,,,,,,,,,
2017-12-22 12:12:00,53.0,54.13,52.87,53.45,122171,60.926542029711555,,,,,,,,,,,
2017-12-26 12:12:00,53.2,54.16,52.87,53.37,19344,60.030199630352456,,,,,,,,,,,
2017-12-27 12:12:00,52.94,53.83,52.67,52.83,31171,54.230572705599805,,,,,,,,,,,
2017-12-28 12:12:00,52.67,54.67,52.67,54.0,170538,62.65023905110998,,,,,,,,,,,
2017-12-29 12:12:00,54.76,54.83,53.52,53.67,19630,59.33479566762161,,,,,,,,,,,
2018-01-01 12:01:00,53.33,53.93,53.33,53.61,9270,58.72627777516095,52.635165997154736,,,,,,,,,,
2018-01-02 12:01:00,53.61,54.03,52.77,53.57,17443,58.29703421641387,52.671826154129064,,,,,,,,,,
2018-01-03 12:01:00,53.57,54.0,52.87,53.27,12887,55.047261578627754,52.695283952006356,,,,,,,,,,
